,name,link,google_maps,description
241,Parc des Anciens-Combattants,https://montreal.ca/lieux/parc-des-anciens-combattants,"https://www.google.com/maps/search/?api=1&query=155,%20rue%20Rose%20Montr%C3%A9al%20H8Y%202B8%20Qu%C3%A9bec,%20Canada","Le parc des Anciens-Combattants est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air. Il offre une panoplie d’activités pour toute la famille, tel que la navigation sur embarcation nautique non motorisée, du volleyball de plage, un jeu de pétanque (bocce), un jeu de palet (shuffleboard), de l’entraînement dans l’une des deux stations Trekfit, un module de jeu pour les enfants. Lest activités disponibles dans ce site enchanteur, avec une vue sur la rivière des Prairies, sont offertes à la population par l’entremise de l’organisme Guepe."
242,Parc des Apprentis,https://montreal.ca/lieux/parc-des-apprentis,"https://www.google.com/maps/search/?api=1&query=1946,%20rue%20Mullins%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Consultez cet article pour connaître l’horaire de ce parc : COVID-19 : état des lieux et des services municipaux.
243,Parc des Arbres,https://montreal.ca/lieux/parc-des-arbres,"https://www.google.com/maps/search/?api=1&query=rue%20Perron%20Montr%C3%A9al%20H8Z%202M3%20Qu%C3%A9bec,%20Canada","Le parc des Arbres est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
244,Parc des Bateliers,https://montreal.ca/lieux/parc-des-bateliers,"https://www.google.com/maps/search/?api=1&query=1801,%20boulevard%20Gouin%20Ouest%20Montr%C3%A9al%20H3M%203E5%20Qu%C3%A9bec,%20Canada","Le parc des Bateliers est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
245,Parc des Botanistes,https://montreal.ca/lieux/parc-des-botanistes,"https://www.google.com/maps/search/?api=1&query=Avenue%20Rolland-Germain%20et%20rue%20la%20Galissonni%C3%A8re%20Montr%C3%A9al%20H1C%200B7%20Qu%C3%A9bec,%20Canada",Profitez des attraits de la nature ou pratiquez des loisirs en plein air.
246,Parc Des Bouleaux,https://montreal.ca/lieux/parc-des-bouleaux,"https://www.google.com/maps/search/?api=1&query=218,%20Rue%20des%20Bouleaux%20Montr%C3%A9al%20H1B%203G2%20Qu%C3%A9bec,%20Canada",Profitez des attraits de la nature ou pratiquez des loisirs en plein air.
247,Parc des Cageux,https://montreal.ca/lieux/parc-des-cageux,"https://www.google.com/maps/search/?api=1&query=boulevard%20Gouin%20Est/87e%20Avenue%20Montr%C3%A9al%20H1C%201B2%20Qu%C3%A9bec,%20Canada",Profitez des attraits de la nature ou pratiquez des loisirs en plein air.
248,Parc des Carrières,https://montreal.ca/lieux/parc-des-carrieres,,"Le parc des Carrières est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
249,Parc des Chaudronniers,https://montreal.ca/lieux/parc-des-chaudronniers,,Les heures d’ouverture de ce parc respectent les consignes en vigueur pour la pratique des activités extérieures émises par la Ville de Montréal durant l’état d’urgence.
250,Parc des Cheminots,https://montreal.ca/lieux/parc-des-cheminots,"https://www.google.com/maps/search/?api=1&query=467,%20rue%20Bourgeoys%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Les heures d’ouverture de ce parc respectent les consignes en vigueur pour la pratique des activités extérieures émises par la Ville de Montréal durant l’état d’urgence.
251,Parc des Compagnons-de-Saint-Laurent,https://montreal.ca/lieux/parc-des-compagnons-de-saint-laurent,,Le parc fera l’objet d’un réaménagement en 2021.
252,Parc des Coopérants,https://montreal.ca/lieux/parc-des-cooperants,"https://www.google.com/maps/search/?api=1&query=Rue%20Cloverdale%20Montr%C3%A9al%20H8Y%202B3%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
253,Parc des Cordonniers,https://montreal.ca/lieux/parc-des-cordonniers,"https://www.google.com/maps/search/?api=1&query=Rue%20Bourget%20Montr%C3%A9al%20H4C%202M4%20Qu%C3%A9bec,%20Canada",Les heures d’ouverture de ce parc respectent les consignes en vigueur pour la pratique des activités extérieures émises par la Ville de Montréal durant l’état d’urgence.
254,Parc des Corroyeurs,https://montreal.ca/lieux/parc-des-corroyeurs,,Les heures d’ouverture de ce parc respectent les consignes en vigueur pour la pratique des activités extérieures émises par la Ville de Montréal durant l’état d’urgence.
255,Parc des Couturières,https://montreal.ca/lieux/parc-des-couturieres,"https://www.google.com/maps/search/?api=1&query=Rue%20Saint-Ferdinand%20Montr%C3%A9al%20H4C%202T4%20Qu%C3%A9bec,%20Canada",Les heures d’ouverture de ce parc respectent les consignes en vigueur pour la pratique des activités extérieures émises par la Ville de Montréal durant l’état d’urgence.
256,Parc des Écluses,https://montreal.ca/lieux/parc-des-ecluses,"https://www.google.com/maps/search/?api=1&query=25,%20chemin%20du%20Mus%C3%A9e%20Montr%C3%A9al%20H8S%202K9%20Qu%C3%A9bec,%20Canada","Lieu historique national du Canal de Lachine, le parc des Écluses est également parfait pour profiter des attraits de la nature ou pratiquer des loisirs en plein air."
257,Parc des Éclusiers,https://montreal.ca/lieux/parc-des-eclusiers,"https://www.google.com/maps/search/?api=1&query=Rue%20Sainte-Cun%C3%A9gonde%20Montr%C3%A9al%20H3J%202C9%20Qu%C3%A9bec,%20Canada",Les heures d’ouverture de ce parc respectent les consignes en vigueur pour la pratique des activités extérieures émises par la Ville de Montréal durant l’état d’urgence.
258,Parc des Épinettes,https://montreal.ca/lieux/parc-des-epinettes,"https://www.google.com/maps/search/?api=1&query=rue%20des%20%C3%89pinettes%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Profitez des attraits de la nature ou pratiquer des activités en plein air.
259,Parc des Faubourgs,https://montreal.ca/lieux/parc-des-faubourgs,"https://www.google.com/maps/search/?api=1&query=1872,%20rue%20Dorion%20Montr%C3%A9al%20H2K%204P3%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
260,Parc des Ferblantiers,https://montreal.ca/lieux/parc-des-ferblantiers,,"Le parc des Ferblantiers est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
261,Parc des Hirondelles,https://montreal.ca/lieux/parc-des-hirondelles,"https://www.google.com/maps/search/?api=1&query=2601,%20rue%20Sauv%C3%A9%20Est%20Montr%C3%A9al%20H2B%201L5%20Qu%C3%A9bec,%20Canada","Le parc est doté de terrains de soccer, d’une aire de jeux pour les enfants et d’une pente pour la glissade en luge l’hiver."
262,Parc des Hommes-Forts,https://montreal.ca/lieux/parc-des-hommes-forts,"https://www.google.com/maps/search/?api=1&query=Rue%20Saint-Jacques%20Montr%C3%A9al%20H4C%201E1%20Qu%C3%A9bec,%20Canada",Les heures d’ouverture de ce parc respectent les consignes en vigueur pour la pratique des activités extérieures émises par la Ville de Montréal durant l’état d’urgence.
263,Parc des Jazzmen,https://montreal.ca/lieux/parc-des-jazzmen,"https://www.google.com/maps/search/?api=1&query=2248,%20avenue%20Lionel-Groulx%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Consultez cet article pour connaître l’horaire de ce parc : COVID-19 : état des lieux et des services municipaux.
264,Parc des Joyeux-Vikings,https://montreal.ca/lieux/parc-des-joyeux-vikings,"https://www.google.com/maps/search/?api=1&query=1763,%20rue%20Beaudry%20Montr%C3%A9al%20H2L%203G1%20Qu%C3%A9bec,%20Canada","Avec ses jeux d’eau d’inspiration viking, modules de jeux tout neufs pour les 2 à 5 ans et pour les 5 à 12 ans (dont une glissade de 14 pieds de haut!), aires de jeu libre et de détente, plantation de végétaux : le parc des Joyeux-Vikings situé sur la rue Beaudry, entre les rues Robin et La Fontaine, s’est refait une beauté pour devenir un espace plus accueillant et divertissant."
265,Parc des Locomotives,https://montreal.ca/lieux/parc-des-locomotives,"https://www.google.com/maps/search/?api=1&query=Avenue%20du%20Midway%20et%20rue%20William-Tremblay%20Montr%C3%A9al%20H1Y%203P9%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
266,Parc des Madelinots,https://montreal.ca/lieux/parc-des-madelinots,,"Le parc des Madelinots est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
267,Parc des Métallos,https://montreal.ca/lieux/parc-des-metallos,"https://www.google.com/maps/search/?api=1&query=Rue%20Jacques-Hertel%20Montr%C3%A9al%20H4E%202Y3%20Qu%C3%A9bec,%20Canada",Les heures d’ouverture de ce parc respectent les consignes en vigueur pour la pratique des activités extérieures émises par la Ville de Montréal durant l’état d’urgence.
268,Parc des Meubliers,https://montreal.ca/lieux/parc-des-meubliers,"https://www.google.com/maps/search/?api=1&query=1935,%20rue%20Notre-Dame%20Ouest%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Les heures d’ouverture de ce parc respectent les consignes en vigueur pour la pratique des activités extérieures émises par la Ville de Montréal durant l’état d’urgence.
269,Parc des Muguets,https://montreal.ca/lieux/parc-des-muguets,,"Le parc des Muguets est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
270,Parc des Ouvrières,https://montreal.ca/lieux/parc-des-ouvrieres,"https://www.google.com/maps/search/?api=1&query=Rues%20de%20la%20Forge%20et%20du%20Canadien%20Pacifique%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
271,Parc des Parulines,https://montreal.ca/lieux/parc-des-parulines,"https://www.google.com/maps/search/?api=1&query=rue%20des%20Parulines%20Montr%C3%A9al%20H3E%200A2%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
272,Parc des Pins,https://montreal.ca/lieux/parc-des-pins,"https://www.google.com/maps/search/?api=1&query=3995,%2042e%20Avenue%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Profitez des attraits de la nature ou pratiquez des loisirs en plein air.
273,Parc des Pins / Redpath Crescent,https://montreal.ca/lieux/parc-des-pins-redpath-crescent,"https://www.google.com/maps/search/?api=1&query=1305,%20avenue%20des%20Pins%20Montr%C3%A9al%20H3G%201B2%20Qu%C3%A9bec,%20Canada","Le parc des Pins / Redpath Crescent est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
274,Parc des Pompiers,https://montreal.ca/lieux/parc-des-pompiers,"https://www.google.com/maps/search/?api=1&query=Rue%20Dubuc%20Montr%C3%A9al%20H2K%204N9%20Qu%C3%A9bec,%20Canada",C’est un lieu privilégié pour se détendre.
275,Parc des Rapides,https://montreal.ca/lieux/parc-des-rapides,"https://www.google.com/maps/search/?api=1&query=7770,%20boulevard%20LaSalle%20Montr%C3%A9al%20H8P%201X6%20Qu%C3%A9bec,%20Canada","Adonnez-vous à de nombreuses activités au gré des saisons : marche, sports nautiques, ski de fond ou encore circuit cycliste."
276,Parc des Rapides-du-Cheval-Blanc,https://montreal.ca/lieux/parc-des-rapides-du-cheval-blanc,"https://www.google.com/maps/search/?api=1&query=Boulevard%20Riverdale%20et%20Rue%20Riviera%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
277,Parc des Rêves,https://montreal.ca/lieux/parc-des-reves,"https://www.google.com/maps/search/?api=1&query=Avenue%20de%20Gasp%C3%A9%20Montr%C3%A9al%20H2P%202J9%20Qu%C3%A9bec,%20Canada","Le parc des Rêves est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
278,Parc des Rivières,https://montreal.ca/lieux/parc-des-rivieres,"https://www.google.com/maps/search/?api=1&query=Rue%20des%20Rivi%C3%A8res%20Montr%C3%A9al%20H9J%201T4%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
279,Parc des Roseraies,https://montreal.ca/lieux/parc-des-roseraies,"https://www.google.com/maps/search/?api=1&query=7070,%20avenue%20de%20la%20Nantaise%20Montr%C3%A9al%20H1M%201B2%20Qu%C3%A9bec,%20Canada","Du lundi au vendredi : 16 h à 22 h de la fin décembre à la mi-mars (selon la température).
Samedi et dimanche: 10 h à 22 h"
280,Parc des Royaux,https://montreal.ca/lieux/parc-des-royaux,"https://www.google.com/maps/search/?api=1&query=2103,%20place%20Larivi%C3%A8re%20Montr%C3%A9al%20H2K%201P5%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
281,Parc des Saints-Anges,https://montreal.ca/lieux/parc-des-saints-anges,,"Le parc des Saints-Anges est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
282,Parc des Saules,https://montreal.ca/lieux/parc-des-saules,"https://www.google.com/maps/search/?api=1&query=2571,%20boulevard%20Saint-Joseph%20Montr%C3%A9al%20H8S%202N9%20Qu%C3%A9bec,%20Canada",Le parc des Saules est un lieu privilégié pour se détendre et profiter des attraits de la nature.
283,Parc des Selliers,https://montreal.ca/lieux/parc-des-selliers,"https://www.google.com/maps/search/?api=1&query=Rue%20Lacasse%20Montr%C3%A9al%20H4C%202Y9%20Qu%C3%A9bec,%20Canada",Les heures d’ouverture de ce parc respectent les consignes en vigueur pour la pratique des activités extérieures émises par la Ville de Montréal durant l’état d’urgence.
284,Parc des Sittelles,https://montreal.ca/lieux/parc-des-sittelles,"https://www.google.com/maps/search/?api=1&query=rue%20des%20Sittelles%20Montr%C3%A9al%20H3E%201W8%20Qu%C3%A9bec,%20Canada","Le parc des Sittelles est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
285,Parc des Vétérans,https://montreal.ca/lieux/parc-des-veterans,"https://www.google.com/maps/search/?api=1&query=1655,%20avenue%20Papineau%20Montr%C3%A9al%20H2K%204H7%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
286,Parc Desmarchais,https://montreal.ca/lieux/parc-desmarchais,"https://www.google.com/maps/search/?api=1&query=5200,%20boulevard%20LaSalle%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Piste cyclable traversant le parc.
287,Parc Desmarest,https://montreal.ca/lieux/parc-desmarest,,"Le parc Desmarest est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
288,Parc Devonshire,https://montreal.ca/lieux/parc-devonshire,"https://www.google.com/maps/search/?api=1&query=3766,%20rue%20Clark%20Montr%C3%A9al%20H2W%201W3%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
289,Parc Dézéry – La Fontaine,https://montreal.ca/lieux/parc-dezery-la-fontaine,"https://www.google.com/maps/search/?api=1&query=Rue%20La%20Fontaine%20Montr%C3%A9al%20H1W%202R7%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
290,Parc Dickie-Moore,https://montreal.ca/lieux/parc-dickie-moore,"https://www.google.com/maps/search/?api=1&query=Avenue%20Beaumont%20Montr%C3%A9al%20H3N%202C9%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
291,Parc Dickson – Monsabré,https://montreal.ca/lieux/parc-dickson-monsabre,"https://www.google.com/maps/search/?api=1&query=Rue%20G%C3%A9rin-Lajoie%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
292,Parc Dickson – Pierre-Bédard,https://montreal.ca/lieux/parc-dickson-pierre-bedard,"https://www.google.com/maps/search/?api=1&query=Rue%20Pierre-B%C3%A9dard%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
293,Parc Dixie,https://montreal.ca/lieux/parc-dixie,"https://www.google.com/maps/search/?api=1&query=695,%2054e%20Avenue%20Montr%C3%A9al%20H8T%203A2%20Qu%C3%A9bec,%20Canada",Voici les installations que l’on y retrouve :
294,Parc Docteur-Bernard-Paquet,https://montreal.ca/lieux/parc-docteur-bernard-paquet,"https://www.google.com/maps/search/?api=1&query=3003,%20rue%20Jean-Gascon%20Montr%C3%A9al%20H4R%202X8%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
295,Parc Dollard-Morin,https://montreal.ca/lieux/parc-dollard-morin,"https://www.google.com/maps/search/?api=1&query=11750,%20rue%20La%20Valini%C3%A8re%20Montr%C3%A9al%20H1E%202Z2%20Qu%C3%A9bec,%20Canada",Profitez des attraits de la nature ou pratiquez des activités en plein air.
296,Parc Dollier-De Casson,https://montreal.ca/lieux/parc-dollier-de-casson,,"Le parc Dollier-De Casson est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
297,Parc Don-Bosco,https://montreal.ca/lieux/parc-don-bosco,"https://www.google.com/maps/search/?api=1&query=12600,%20avenue%20Rita-L%C3%A9vi-Montalcini%20Montr%C3%A9al%20H1E%203A9%20Qu%C3%A9bec,%20Canada",Profitez des attraits de la nature ou pratiquez des loisirs en plein air.
298,Parc Doral,https://montreal.ca/lieux/parc-doral,"https://www.google.com/maps/search/?api=1&query=Rue%20Saint-Rapha%C3%ABl%20Montr%C3%A9al%20H9E%201S1%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
299,Parc Doris-Lussier,https://montreal.ca/lieux/parc-doris-lussier,"https://www.google.com/maps/search/?api=1&query=rue%20Notre-Dame%20Est/5e%20Avenue%20Montr%C3%A9al%20H1B%202X8%20Qu%C3%A9bec,%20Canada",Profitez des attraits de la nature ou pratiquez des loisirs en plein air.
300,Parc Drolet-Rachel,https://montreal.ca/lieux/parc-drolet-rachel,"https://www.google.com/maps/search/?api=1&query=Rue%20Drolet%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
301,Parc du Bassin-à-Gravier,https://montreal.ca/lieux/parc-du-bassin-gravier,"https://www.google.com/maps/search/?api=1&query=1492,%20rue%20d%27Ottawa%20Montr%C3%A9al%20H3J%201S1%20Qu%C3%A9bec,%20Canada",Consultez cet article pour connaître l’horaire de ce parc : COVID-19 : état des lieux et des services municipaux.
302,Parc du Belvédère,https://montreal.ca/lieux/parc-du-belvedere,"https://www.google.com/maps/search/?api=1&query=Rue%20du%20Belv%C3%A9d%C3%A8re%20Montr%C3%A9al%20H8Y%202J6%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
303,Parc du Bien-Être-de-la-Jeunesse,https://montreal.ca/lieux/parc-du-bien-etre-de-la-jeunesse,"https://www.google.com/maps/search/?api=1&query=279,%20rue%20Pierre-Mercure%20Montr%C3%A9al%20H1A%205S7%20Qu%C3%A9bec,%20Canada",Profitez des attraits de la nature ou pratiquez des loisirs en plein air.
304,Parc du Bocage,https://montreal.ca/lieux/parc-du-bocage,"https://www.google.com/maps/search/?api=1&query=Avenue%20du%20Bocage%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
305,Parc du Bois-des-Caryers,https://montreal.ca/lieux/parc-du-bois-des-caryers,"https://www.google.com/maps/search/?api=1&query=rue%20du%20Bois-des-Caryers%20Montr%C3%A9al%20H8N%200B5%20Qu%C3%A9bec,%20Canada","Le parc du Bois-des-Caryers est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
306,Parc du Bois-des-Pères,https://montreal.ca/lieux/parc-du-bois-des-peres,,"Le parc du Bois-des-Pères est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
307,Parc du Bois-des-Trottier,https://montreal.ca/lieux/parc-du-bois-des-trottier,"https://www.google.com/maps/search/?api=1&query=Rue%20du%20Bois-des-Trottier%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
308,Parc du Bois-Franc,https://montreal.ca/lieux/parc-du-bois-franc,"https://www.google.com/maps/search/?api=1&query=2145,%20rue%20du%20Chinook%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Le parc à chiens est ouvert au public. Les jeux d’eau sont ouverts de 9 h à 21 h.
309,Parc du Boisé,https://montreal.ca/lieux/parc-du-boise,,Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
310,Parc du Boisé-de-Saint-Sulpice,https://montreal.ca/lieux/parc-du-boise-de-saint-sulpice,"https://www.google.com/maps/search/?api=1&query=999,%20avenue%20%C3%89mile-Journault%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada","Le parc du Boisé-de-Saint-Sulpice est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
311,Parc du Boisé-Jean-Milot,https://montreal.ca/lieux/parc-du-boise-jean-milot,"https://www.google.com/maps/search/?api=1&query=7084,%20rue%20Jean-Milot%20Montr%C3%A9al%20H1M%203G7%20Qu%C3%A9bec,%20Canada","Le parc du Boisé-Jean-Milot est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
312,Parc du Bout-de-l'Île,https://montreal.ca/lieux/parc-du-bout-de-lile,"https://www.google.com/maps/search/?api=1&query=18,%20rue%20Bureau%20Montr%C3%A9al%20H1A%204L8%20Qu%C3%A9bec,%20Canada",Profitez des attraits de la nature ou pratiquez des loisirs en plein air.
313,Parc du Carmel,https://montreal.ca/lieux/parc-du-carmel,"https://www.google.com/maps/search/?api=1&query=Avenue%20Du%20Carmel%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
314,Parc du Château-Pierrefonds,https://montreal.ca/lieux/parc-du-chateau-pierrefonds,"https://www.google.com/maps/search/?api=1&query=boulevard%20de%20Pierrefonds%20Montr%C3%A9al%20H9K%201R1%20Qu%C3%A9bec,%20Canada","Le parc du Château-Pierrefonds est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
315,Parc du Cheval-Blanc,https://montreal.ca/lieux/parc-du-cheval-blanc,"https://www.google.com/maps/search/?api=1&query=68e%20Avenue%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Profitez des attraits de la nature ou pratiquez des activités en plein air.
316,Parc du Colombier,https://montreal.ca/lieux/parc-du-colombier,"https://www.google.com/maps/search/?api=1&query=824,%20rue%20du%20Colombier%20Montr%C3%A9al%20H1B%203B5%20Qu%C3%A9bec,%20Canada",Profitez des attraits de la nature ou pratiquez des loisirs en plein air.
317,Parc du Cours-du-Fleuve,https://montreal.ca/lieux/parc-du-cours-du-fleuve,,Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
318,Parc du Faubourg-Sainte-Anne,https://montreal.ca/lieux/parc-du-faubourg-sainte-anne,"https://www.google.com/maps/search/?api=1&query=rue%20Rioux%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Les heures d’ouverture de ce parc respectent les consignes en vigueur pour la pratique des activités extérieures émises par la Ville de Montréal durant l’état d’urgence.
319,Parc du Fort-de-Pointe-aux-Trembles,https://montreal.ca/lieux/parc-du-fort-de-pointe-aux-trembles,"https://www.google.com/maps/search/?api=1&query=boulevard%20Saint-Jean-Baptiste%20Montr%C3%A9al%20H1B%203Z5%20Qu%C3%A9bec,%20Canada",Profitez des attraits de la nature ou pratiquez des loisirs en plein air.
320,Parc du Fort-Des-Ormeaux,https://montreal.ca/lieux/parc-du-fort-des-ormeaux,"https://www.google.com/maps/search/?api=1&query=7775,%20avenue%20Des%20Ormeaux%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
321,Parc du Fort-Rolland,https://montreal.ca/lieux/parc-du-fort-rolland,"https://www.google.com/maps/search/?api=1&query=Boulevard%20Saint-Joseph%20Montr%C3%A9al%20H8T%202A4%20Qu%C3%A9bec,%20Canada","Le parc du Fort-Rolland est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
322,Parc du Lac-à-la-Loutre,https://montreal.ca/lieux/parc-du-lac-la-loutre,,Les heures d’ouverture de ce parc respectent les consignes en vigueur pour la pratique des activités extérieures émises par la Ville de Montréal durant l’état d’urgence.
323,Parc du Mail,https://montreal.ca/lieux/parc-du-mail,"https://www.google.com/maps/search/?api=1&query=avenue%20du%20Mail%20Montr%C3%A9al%20H1K%201Z1%20Qu%C3%A9bec,%20Canada","Le parc du Mail est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air."
324,Parc du Manoir,https://montreal.ca/lieux/parc-du-manoir,"https://www.google.com/maps/search/?api=1&query=Avenue%20du%20Manoir%20Montr%C3%A9al%20H9C%202R3%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
325,Parc du Millénaire,https://montreal.ca/lieux/parc-du-millenaire,"https://www.google.com/maps/search/?api=1&query=Rue%20Saint%20L%C3%A9on%20Montr%C3%A9al%20H8Z%202Y3%20QC,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
326,Parc du Mont-Royal,https://montreal.ca/lieux/parc-du-mont-royal,"https://www.google.com/maps/search/?api=1&query=2000,%20chemin%20Remembrance%20Montr%C3%A9al%20H3H%201A2%20Qu%C3%A9bec,%20Canada","L’été, venez vous rafraîchir à l’ombre des grands arbres, faire un pique-nique, partir à la découverte la Croix, du lac aux Castors ou encore faire de la course à pied ou du vélo."
327,Parc du Pélican,https://montreal.ca/lieux/parc-du-pelican,"https://www.google.com/maps/search/?api=1&query=2590,%20rue%20Masson%20Montr%C3%A9al%20H1Y%201V9%20Qu%C3%A9bec,%20Canada",Patinoire extérieure
328,Parc du Perce-Neige,https://montreal.ca/lieux/parc-du-perce-neige,"https://www.google.com/maps/search/?api=1&query=Place%20Talbot%20Montr%C3%A9al%20H8Y%201P7%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
329,Parc du Père-Marquette,https://montreal.ca/lieux/parc-du-pere-marquette,"https://www.google.com/maps/search/?api=1&query=1602,%20rue%20de%20Bellechasse%20Montr%C3%A9al%20H2G%201N9%20Qu%C3%A9bec,%20Canada",Patinoire extérieure (fermée pour la saison)
330,Parc du Pied-du-Courant,https://montreal.ca/lieux/parc-du-pied-du-courant,"https://www.google.com/maps/search/?api=1&query=Rue%20Notre-Dame%20Est%20Montr%C3%A9al%20H2K%204K3%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
331,Parc du Portugal,https://montreal.ca/lieux/parc-du-portugal,"https://www.google.com/maps/search/?api=1&query=Rue%20Marie-Anne%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.
332,Parc du Premier-Chemin-de-Fer,https://montreal.ca/lieux/parc-du-premier-chemin-de-fer,"https://www.google.com/maps/search/?api=1&query=4041,%20rue%20Notre-Dame%20Ouest%20Montr%C3%A9al%20null%20Qu%C3%A9bec,%20Canada",Les heures d’ouverture de ce parc respectent les consignes en vigueur pour la pratique des activités extérieures émises par la Ville de Montréal durant l’état d’urgence.
