review_text,label
Lovely park with something for all to enjoy.,1
Really great place to unwind alone or with friends just enjoy to view. Much better at sun down or sunrise. Whether you’re in your car or outside. Due to these day and age it’s getting harder to stay inside,1
"Quiet, nice, and relaxing! Two tennis courts are available!",1
Quiet .. a fountain in the center.,1
Cool,1
There no bathroom for the kid's even doe there is a small chalet,0
Best place to train 6 months in a year,1
Nice and quiet place near river.,1
Tam Tam mon amour! Merveilleux !,1
not bad,0
very good basketball park but not very clean,0
This park is big with 2 soccer fields,0
"Amazing place, expensive parking, but great place",1
"peaceful spot to sit and people watch, if you like that sort of thing.",1
In memories of our deceased departed,1
"I love this park, reminds me of my teenage years",1
Great park but VERY packed place...,1
"They don’t take care of the forest, it’s difficult to walk. It’s just ok",0
Plenty of space for kids to play.,1
Good location,1
"Located in front of Place Jacques Cartier, there is a superb fountain everything next to the Montreal City Hall.",1
Very good place to jog and picnic,1
Nice bike path.,1
Nature is beautiful!,1
"One of the 'must-see' tourist attractions in Montreal - whether its for a walk up to the look-out or to the summit, or having a BBQ in the park.

Mount Royal Park offers a huge amount of green space in the centre of the city with great …",1
Catch them all,1
"Very nice place for picnics, cycling and skating especially with kids!",1
Nice spot to workout,1
Great,1
"Pleasant for a small park, favorite attraction of my son; the spider.",1
Very nice and scenic.,1
Nice place to pass by or sit down,1
Very good this place,1
A quiet place to take a walk in the city. I went in the morning and then park had just a few joggers and walkers enjoying the scenery. Great views of the city await you outside the chateau.,1
Beautiful,1
Nice park and playground to visit with kids,1
Great distance from laval mtl. Bring the family. Water is hot hot hot.,1
Nice place we took some photos it’s was my first time visiting the place it has incredible views,1
Very nice peaceful place,1
calm,1
Excellent place.,1
"Very busy, but it keeps it alive",1
My park,1
Lots of shade.... Kinda Small... Nice walking path,1
great waterfront,1
Room full of homeless,0
"There are several soccer pitches, tennis courts, kids play area, and a baseball pitch.",1
Magnificent Park,1
"Beautiful park, well maintained with lots of trees. Mostly rock and sand but still nice.",1
Never been,0
Went snowshoeing. Was hoping there would be something to do at the barn/farm area but there was not. Trails were well maintained but scenery wasn't terrific.,0
Don't miss this.,1
Beautiful park with a nice little hill to slide in the winter,1
Good park for what it is. Small but with a decent platground and next to a municipal pool.,0
now with free wifi by Ile Sans Fil,1
"Nice big park, good for spending time with friends and walking a little",1
Beautiful park,1
Beautiful and safe environment all throughout the night,1
Excellent software tracks to walk on whilst watching kids enjoying themselves playing soccer or football. Nicely built park. Well done.,1
"Family park, quiet ☺",1
"great soccer field.

No reasonable bathroom options...",1
"Big park, great for biking, picnic, bbq or just to take a walk. Very quiet and well kept.",1
Very nice facilities,1
good,1
Very nice nature park in the middle of the city! Very good for running and any kind of activity ;),1
"An amazing addition to Montreal in the summer. The atmosphere is great, the drinks are well priced and they have a good variety as well. The music is usually pretty fun and there is enough space just to chill or dance your ass off.",1
Seperate sections for little and bigger kids. Clean and well kept. Always filled with families in the summer.,1
Park with a small wooded area on the way :),1
Beautiful beach. Very busy place during the weekend. It does not offer any refreshment on site,1
Beautiful,1
Nice,1
"A park-nature correct, without more. No access to the creek. Absolutely nothing is highlighted. A single path that follows the river, without ever seeing it. We have to improvise a path to get to the water. Once arrived at the water, we meet people with hobbies out of the ordinary.",0
"Great playground. There is an area for the smaller children and an area for the big kids. An area where children can ride a bike or scooter. And the best in summer, is the small water playground which is also there.",1
The park has new modules. It's great for having fun with the kids. The slide is perfect. There is a lack of parking.,1
Free during the week. Bad point is that it’s a bit dirty,1
Great,1
It's pretty but a bit small for my taste. I would have liked more walks by the water because there is almost nothing.,1
Very pleasant in summer when you want to rest after a little walk on St Catherine,1
Beautiful tennis courts!,1
What a beautiful little square! And what a calm! To see and live with a good book. If you are a tourist looking for a break it's here.,1
"Super park with children's modules, swimming pool, clean toilets and a full sun hill",1
"A beautiful neighborhood park! Good for walking, sit and read!",1
"Relaxing. It has parking and multiple play areas, skateboarding, jogging, bike path, courts, playground for young and old, water park, swimming pool and lots of green. In winter it serves to skate and slide.",1
"Very lovely intimate space with lots of grass, trees, areas to picnic, a beautiful fountain with seats and small tables, and a small play area for children to play!

Oh, and 2 Pokéstops and a Gym, if that's your jam.",1
We love Maisonneuve Park !!,1
Pretty nice place to eat lunch while watching cute ducks,1
"The most beautiful park to acceullir great musical events. Big, clean and beautiful to have fun with children. Close to everything",1
Nice parc,1
It's a nice park. Sometime filled with cigarette smoke but the smoke is everywhere anyways so that's fine,1
"Great. Pétanque tennis. Beautiful park clean and well maintained. Petanque Monday, Wednesday and Friday, afternoon and evening. Come have fun.",1
Beautiful park in the heart of Montreal.,1
"nice place, recommend to visit",1
Perfect for taking a relaxing break,0
"Well, clean only hiccup, the swings are not yet installed",0
Quiet. Enough space. Petanque.,1
Good place to chill,1
Beautiful park.,1
Is good place to walk and have and incredible lookin,1
It's near Parc Frederic Bach! There's a playground and a basketball court. There's also the bigger park nereby.,1
"Great climbing structures, multiple play areas, BBQ pits, gazebo lots of kids to play with",1
"Beautiful no structure parc by the water. Doc, kayak rental, pool, mini cafe during summer.",1
"Nice place, police were making an arrest when we pulled up so I question the area. Not great parking options, but hey its Montreal.",0
"First time here, we loved it and very clean also we enjoyed our time in the beach 🏖 best recommendation if you want to make BBQ with your family and friends",1
"Great park for kids to have fun with water playground in the summer , and for adults to take a walk.",1
fantastic park,1
Palestine BBQ,1
"Since redevelopment work, a must in the neighborhood.  Always full of children!",1
"I went early on a Saturday morning to spend some ""me-time"" with my little journal and hula hoop. Had a great time 🙈",1
Lots of green space and strolling areas.  Has a swimming pool as well.,1
Beautiful,1
Great sports centre and splash pad. The park itself isn't that great. Bonus skatepark though!,1
Nice place to spend time with families and children,1
"Great park for kids, soccer players and joggers. The city is currently upgrading the park to include a lake and more jogging/bike paths.",1
Great place for a scout camp 👍,1
Superb installation of water jets! Fun and fun to stop there: D My boy of 20 months loves! Drinking troughs available. Toilet available when the sports center is open. Park next to it :),1
Very nice,1
A good breeze under the trees,1
Decent size park for the area,0
The dog park could really use a drinking fountain.,1
Must see while in Montréal,1
Nice place place for dogs,1
It is a very large park,1
Pretty cute,1
Peaceful,0
Beautiful park !!!!,1
"The dog park is animated at any time of the day, there is a drinking trough and a shower and some games for the dogs to exercise. The place is clean and the people are friendly!",1
"Pretty, there is no toilet",1
Spend the day in plain air in the city center,1
Cool,1
In the middle of the island. Good place to spend time. Also has an outdoor pool.,1
Here you throw a birthday party in the park.,1
This place is so peaceful especially near the pound. It's cold near the water.,1
"You find where to read, rest and it's very clean!",1
The kids were playing tennis and the tennis court was wery clean,1
Great walk and view,1
Grand parc avec possibilité de beaucoup d'espace pour faire des trucs nice,1
"A real gem in Montreal.

Great for a walk, bike, picnic, playground trip.",1
Lack of benches near Jarry.,0
"Free activities and without registration, every Friday, come have fun with your little ones. Everything is provided on site, enjoy the atmosphere ...",1
"Great park, love playing volleyball with the awesome community !! ~",1
The beauty and splendor! Sereen and great for meditation.,1
"Very beautiful place. During the Spring, Summer and Fall you can go there for a walk, meditate or just sit and relax; also, good place for a picnic. They have some gym equipments where you can stretch yourself. The playground for kids is a bit limited in terms of numbers of activities (I guess one slide and two sets of swing 4 and 4). During the winter, prepare your board because this park has one of the best toboggan ever, very open, high and long(you can slide for something like 50 meters) Worth visiting",1
"This well used place is very unusual, a wonderful gem, and friendly park.  Summer requires bug spray.  Lots of wide, well marked paths for walking and biking in the summer.  Lots of paths for cross-country ski and snowshoeing. Around my area, Sunnybrooke entrance, lots of free street parking.  Pay parking on the Douglas B. Floreani main entrance, just off Henri-Bourassa.  This is where the Chalet is, with bathrooms, information, water, and they sell snacks, hot-chocolate, coffee.  Lots of ferns, flowers, plants, birds, animals to see.  Creek and bridges to enjoy, and lookout points, and a few swamp areas, one is getting its wooden walkway rebuilt.  Near the chalet are picnic tables, water fountain, and porta-potty.  In winter the hill here is great for sledding.  Great place to get away from things and hear the forest.  Bigger than it seems, with a second chalet and another place to park.  Streaches to the River Prairies, where those ponds have nice birds and turtles too.",1
Super!!!!,1
Super park to start again for its activities,1
Swing and water games for children very pleasant area.,1
🎉🎉🎉🎉💗💗💗💗,1
Nice parc especially for playing soccer,1
And dog park!,1
Beautiful park near a pokémon go gym!,1
"It is a beautiful and relaxing park with  a recently renovated dog park, a small water park and a playground for kids, which are now open. Sometimes atmosphere feels like Woodstock. Before the freak microbursting  windstorm of August 22nd, 2017, there were lots of old trees but they did do a nice job making the park beautiful again. Having a play in the park was a good idea, and has become a pleasant but distant memory of the old days. Considering many people in this neighborhood don't have backyards or balconies, going to a park is crucial for their well being, especially when so much has been stopped and may not restart as expected or promised. One thing missing in this park is an official skateboard area/rink so there is a lot of random skateboarding going on sometimes even on the cenotaph and obstructing the walking area around the cenotaph. Sometimes the distancing rules are not remembered and some boarders wiz by other park goers within inches so there is a potential for a future accident waiting to happen, IMO. You also have to keep an eye on the path when walking because, like most of Montreal there are a lot of  pot holes, skateboarders whizzing by and people who stand in the path talking to each other 6 feet apart  so you have to walk around them. Sometimes not much respect for social distancing and a small number of  frisbee throwers, not  wearing masks, tend to be inconsiderate of others sitting on benches, while apologizing every time they almost hit them with a possibly contaminated frisbee, sometimes crawling under the bench the person is sitting on to retrieve the possibly contaminated frisbee, so only safe option is to find another bench. Similar with taking a bus nearby. An unmasked person putting their hands on the back of your seat  gives you  no other safe option but to find another seat, cause someone saying that they are sorry while they are possibly spreading, instead of trying to prevent the spreading and the fear of spreading Covid-19 to possibly vulnerable people is not enough IMO & rather stupid if not hypocritical. We have gone through all this for 3 months, putting millions out of work & many businesses could go bankrupt, to prevent spread of Covid-19, so an umasked stranger can whimsically throw a possibly contaminated frisbee so another can  crawl under your bench to retrieve it. For a moment a beautiful park feels like a sad place to be.",1
"Nice place for BBQ, pique nique with friends and family...",1
Great place to go with family and friends,1
wide,1
"Pretty park, near the bike path.",1
I really like this place.,1
very big and pretty parc,1
One of the nicest park downtown,1
Beautiful hill to slide in winter. Nice place to walk.,1
Soccer terrains need to improve,0
Wonderful,1
"Very pleasant park with dog park, playgrounds, lots of benches and wifi.",1
"Beautiful large park with green space for several activities: water park for children, park for 2 to 5 year olds isolated from other structures. A skating rink in winter takes place at the soccer field, and a basketball court is easily accessible.",1
interesting,0
Kind regards,1
Calm quiet and clean,1
Its so beautiful and serene,1
Huge park with everything,1
Each lap on the asphalt running parcour around the green field is roughly 200m.,0
"Very nice park if you wanna chill with friends or walk around. Very clean, however it can get a little bit crowded. If you are a begginer runner its perfect because is very flat. 🤗🤗🤗🤗",1
nice place.,1
One of my favorite parks in the city - top notch planning in terms of flow and people focus,1
A relaxed park full of relief!,1
Very bad park too much drug addict,0
Beautiful !!!,1
Relaxing,1
It is my place of healing near my home. A treasure.,1
Beautiful area,1
Nice place for the dog to run around.,0
Recent history but very rich.,1
"Great park, really big, lots of benches, tables, fountains, a lot of trails, all open -lot of trees , no scruffy forest ,lake in the middle, lots of cool people, guitar players, excellent park",1
Spacious and clean,1
Great small park!,1
"There is a toilet in the red / blue household 😉🚻. Beautiful place like any park. There are often students from Calixa-Lavallée high school and children from the Fraternité elementary school who do activities with the school or / and parents. Perfect for tenis, baseball, running, skating (winter), pétanque and more.",1
the race track measures how much?,1
A nice little park,1
It is a beautiful park. There are a lot of different games for children. There are also water games in the summer. It is vast we can play with a ball or other games. The cycle path is right next door. You can have a picnic there.,1
Very beautiful,1
Construction detour,1
Great,1
Park goes through renovations yet we still enjoyed every minute of our visit. It has a water park for kids with lots of sprinklers and few fireplaces with seating areas. Feed ducks if you like that (not sure if it is allowed) and literally touch the water. Stars for cleanliness of the park.,1
"A lovely park in the proximity of downtown, you can not get a better one around there for jogging, walking, relaxing and making a party",1
Nice family park but in wet ground today.,1
Need other voleibol ground,1
Pookieland!,0
love it,1
"Beautiful park year round lovely trails through the woods. Please note that the pictured long wooden boardwalk through one marsh has been dismantled. There is a new one however that gives great views of the wildlife. If you come by bike, enter the park by the de l'Eglise entrance and it's an amazing downhill coast down to the marsh!",1
Good view. Better have good boots when visiting during the winter. Paths can get slippery.,1
Super Big Place. Great for a picnic. Water park / splash park,1
"It's calm, near the water. There is bigs trees, piknik tables and you can walk your dog. Some trash, that's sad.",1
Beautiful place to hang out.,1
Nice cozy park downtown with music and dun activities all around the year,1
My favourite parc for leisure.,1
Really a very beautiful park. The children's modules are of high quality and varied.,1
"Superb place for family skiing. However, it would be interesting and safe to have quilted posts",1
"Many paths closed or poorly maintained, as well as all food services. Signage and maps out of date, and official English website gives drastically different information from French site.",0
"Going Park, Des Prairies River",1
Easy access between Laval/Montréal for bikes/pedestrians. Nice views both sides. Toilets and some service on Laval.,1
Pretty good sport place!!,1
"Beautiful park, it's big and there is activities to do no matter what season!",1
Amazing views of the city! A must go when visiting Montréal. There is also a little lake at the bottom where you can rent canoes. It’s also a good spot to sit and just relax.,1
"Beautiful park extremely quiet with people scattered about doing different things from reading to playing the guitar and a few ladies having fun.
Most appealing of the area it’s the Centre Laurier....has restrooms that are so so clean!",1
Really nice park to go in family,1
Great place to spend some time with family. Kids will definitely enjoy this place. You could easily spend about 3 hours here provided if the weather permits.,1
"I love this place in front of the river, always new Meals on Wheels of good food to try and the music in the evening to dance is super beautiful as the landscape I love the place!",1
Beautiful park almost no garbage on the floor. Small park book for small treasures.,1
Great bbq place for family. Nice view,1
"Beautiful park, swimming pool, playground, rest area, dog park.",1
Good place,1
Good venue for a (swim run) race!,1
"Beautiful park for ski touring in winter, walking and cycling in summer.",1
Nice attempt by the city to make a beautiful park. By cons far too many homeless people in the area and people with mantal problems :( not to go in the evening and at night,0
Sale,0
Beautiful neighborhood park with tennis courts (unfortunately the evening lighting on the courts is very weak),1
Wonderful for walking,1
To walk take photos 🤳,1
Awesome view. Not too crowded,1
Excellent for children,1
Calm place &  you play tennis too ...,1
"Beautiful park to bike through, walk through, sit beside the artificial pond or attend events at.",1
Beautiful park,1
"Calm and beautiful,",1
Very fun park to go,1
Wonderful place to relax and to have a peace of mind.,1
Magnificent !,1
Owl,1
Nice family quiet park,1
I'm not a big fan of this parc,1
We love to walk here..nice scenery and fresh air,1
not bad,1
Good park to play soccer ball and water games with friends. The only downside is that the football field is a bit shabby and there are lots of dirt holes.,0
Bell stage of my life. Beautiful. Small and well located.,1
The best park for this small community. Great infrastructure!,1
"It's a park, right up the water, very nice",1
Quiet cool,0
Ideal for meeting people from the neighborhood,1
"A well maintained place, the users are respectful. A beautiful place very early in the morning.",1
Maintains good spacious place,1
Love it,1
Under construction one year,1
He needs to be refreshed,0
This park is great,1
"Nice park, well divided by age for small and bigger kids",1
Beautiful place with an artificial lake and a weight zone.,1
2 soccer fields for children under 13 and 1 for older children - Natural surface,1
Come there instead of Parc Laurier. So much better.,1
"It is a forest within a big city, isolated from noise and also with stunning views of Montreal",1
Why is there no toilet?,1
"Not for the park, but the parking lot.",0
Perfect for kids with parking available on the street.,1
Large family place with green spaces and bike path.,1
Beautiful place,1
Splendid park,1
"Small friendly park. Games for children of all ages, dog park, soccer field and baseball, paddling pool, exercise ground. Little shade ...",1
"A nice park for active kids. November is a little too cold for waiting parents, but kids will enjoy it even then.",1
Nice neighborhood,1
Superb place to have a good time,1
"A wonderful place in Montreal. Old golf course, it has aged well!",1
Finally a fountain 🌺🌷,1
"Great for cross country skiing, however there are a lot of families with children at peak hours. This leads to many interruptions and having to go around people or slow down",1
Very nice park,1
Wonderful place,1
"Really beautiful varied modules, not too busy. Close everything, so easy to have peace of mind",1
Historical piece of montreal.,1
"As much for nature as for the sports facilities, this park filled with trees delights the view.",1
Beautiful synthetic soccer field.,1
Best park everrrrr,1
great place for kids to play safe and multifunctional playground are really fun,1
Great,1
Very little view of the river benches in front of the river full of incredible weeds we do not see the river,0
Wow! The park is really beautiful.,1
This is my go-to place Everytime I feel any kinda of emotion. View of the city is mesmerizing all 4 seasons.,1
"This park is good some water fun is there for children's except this few swings, football playground also present there.",1
perfect for sports,1
"Clean, quiet place to relax",0
"Nice park in the heart of Anjou, it feels almost out of town. The stream is very beautiful and the park is not crowded. Very good when you want to get some fresh air.",1
Very nice park ... parcontre ilny has very little tree and therefore no place to protect from the sun,0
Fun for kids and adults young at heart =),1
Very good!,1
"Amazing park with a lake! Seat, speak and relax!",1
Park with toy and soccer field,1
Super nice,1
"One of the most beautiful picturesque parks on the Plateau. Beautiful  gilded gold and
green iron fountain resembling your typical fountains you'd find all throughout Paris! A place to chill and and take in at all the different and interesting people walking and hanging about in this old bourgeois neighborhood surrounding this fountain.",1
Beautiful park for sports,1
Very beautiful park and very well laid out.,1
"The game modules are not very interesting, but there is plenty of space to start the frisbee or other activities that require a large grassy area.",1
Water games very fun the modules also my kids loved this park,1
"Besides a certain gentleman who thinks himself master of the park, this place is very pleasant. Children have a lot to do with a soccer field, play modules and a paddling pool. There is also a beautiful synergy of green spaces and shaded ones.",1
Very well maintained park👌👌,1
Park essential to the quartoer's health,1
Mainly baseball field,0
"Beautiful park, simple and quiet, ideal for walking, very well located in the heart of St Catherine Street (shopping street of Montreal).",1
Quiet with ping pong table.,1
"Very nice long park, tennis, beach volleyball, ice rink in winter. Often crowded but like all parks in Montreal. It lacks a dog park.",1
A remarably often quiet place to chill and get the best view of the Old Port.,1
Children's favorite park,1
"I love this park because it has a pool, extensive green areas and also very clean toilets. Basketball courts, place for skateboards, games for children 🚸.",1
Relax,1
Very nice park!,1
Beautiful place at the water's edge,1
park clean and boen maintained. a lot of life every day (and night) of the week,1
"Just skated here for the first time, can't wait to go back!",1
"Little treasure to discover, activities of the GUEPE organization not to be missed",1
It's the best please in montreal for taking a walk and biking.,1
"Nice place for picnic, short walk. Nice view! Not like you're in Montreal.",1
Excellent park,1
There were sheep grazing.,0
Always nice!,1
This is a very pleasant little park surrounded by some of the nicest houses in Outremont. The park is on a gentle slope. Lots of trees provide plenty of shade and protection from the sun (well appreciated in summer). There are tennis courts and a small park for children. A destination for family picnics or children birthday parties. There could be a few more benches for sitting.,1
Nice place for falilies and kids,1
"So may mosquitoes, poorly maintained.",0
"Beautiful, large park accessible right next to a metro station. Has cement barbeques for events, and a nice wooded trail.",1
A great place to chill.,1
Beautiful n fun place to visit.,1
Good living,1
The kids love it!,1
We were there for a circus performance outside! Awesome!,1
Good for walking,1
Awesome place/park to visit in Summers!!,1
Beautiful park.,1
"In addition to a little bit of sanitation on the ground, this place is still very suitable for visitors to take a nap.",1
Spacious and nice park!,1
Love it,1
Safe ice rink for young children,1
"Easy access, nice and public",1
Pleasant,1
"Park for pervert. Do not go there. If you go watch your children well, he might be traumatized by what he might see. I already had some doubt about the people who stayed in their car before he spoke to J.E",0
Nothing to say,0
Superb very beautiful,1
Difficult to walk without pounding in the geese droppings,0
"Nature in the city, rapids, tall grass ... I love",1
It is a quiet lifar where I have very good times with very kind and sincere people,1
Excellent,1
"Very nice place for a little adventure. We came here by bike and got to feed all the farm animals, it was great.",1
It's perfect for chilling out and the reservation system is super efficient,1
👍🌟,1
Nice place to relax,1
Fun place,1
Beautiful park to take a walk,1
"Small path, easy.",1
When will a space for our 4-legged friend,1
Beautiful for the background sky. Thank you to city officials for maintaining the slopes!,1
It’s a square with statues and benches. Fun to walk around and it’s big so you’re not close to anyone during the pandemic.,1
Good place to go,1
"Gorgeous park! Always full of people having picnics, a lot of good dogs, and there's even an open mic there on Mondays! It has a football pitch and tennis courts as well, which are always busy through the late hours of the night. Nearby to a Bixi station, and right across the street from Mt Royal Park.",1
Very good park for the little ones,1
Ordinary balls land with broken fence and marble lighting on the ground # 2 a bit dark needs adjustments; there were 2 chemical toilets however the park was clean.,0
"Un parc magnifique pendant tous les stations de l'année, il vaut la peine d'y aller !",1
Great place for a relaxing walk and way more...,1
Right near where i grew up big beautiful historical landmark gorgeous view scenery,1
Great place to take the kids,1
Good park to chill or play soccer.,1
Since there are sooo many off leash dogs here might as well add a dog park( huge empty space on the corner of Park ave/ Mount Royal. The kids park is great too enclosed and plenty of sand to play with but no baby swings in the toddler area 🤐,1
lil fun,0
very good weather,1
Great place to enjoy during summer,1
👍,0
Beautiful park !!!,1
Place to be you got the water you can bring your kids have a lot of space to got place for your bike have a picnic I have a strictly recommend people to come at La Fontaine Park you got tennis and everything so come on down guys and don't forget to wear your mask thank you,1
Nice,1
Urban park,1
A big park is beautiful and we can discover nature.  That's wonderful !,1
Childhood memories,1
"Great place to spend time with family, with friends or alone. Very clean pool. New town beach well laid out. Water games, bike path, games area for large and small. Very complete.",1
Beautiful frame. relaxing,1
It's beautiful,0
Really beatiful park.,1
Quite and relaxing place.,0
beautiful place to relax.,1
beautiful park for cycling and relaxing,1
Love walking There NATURAL BEAUTY 💑😎😎💖😎👨‍👩‍👧,1
Beautiful,1
Quiet,0
"normal park not much car, quiet corner in angus",1
Nice park for a Picnik,1
"Nice park in which children can have fun. We can walk there. Benches allow you to relax. In winter, you can do it on the dedicated hockey or ice skating area. However, when the snow is thick, the different trails are painfully accessible",1
"I loved the park. It has swimming pools, children's toys, basketball court, plantation area and lots of green space. However, many of the spaces need more care because they are abandoned.",0
"The only park in Lachine equipped with a camera, that says it all",0
"Nice park with lots of seating space on the grass. Perfect for playing frisbee. People are often slack lining or playing games on the big fields.
On weekends, people play Tam-tams (not my favourite feature but some seem to enjoy the vibe).
There’s not much shade except if you head higher up into the Mont Royal.
There is a field where people LARP.",1
Really nice,1
The sheepfold activity is interesting,1
Nice place to make a  a barbecue,1
Great park to hang out with friends and do sports.  Nice and clean!,1
A magnificent place to relax in the city!,1
Lovely,1
"Gorgeous park
very beautiful in autumn
Good place to bring young kids",1
"Love the place, so-so for fishing",1
Several activities to do,1
Very active place with people playing sport of all kinds.  Great for motivation and to do some exercise,1
Beautiful family park,1
Good place for the family,1
💗💗👍👍🙏,1
Great deal to kids,1
Large spacious park but the soccer fields are poorly maintained,0
"Great bike trail, beautiful sunset. It's hard to believe this place is located on the island of Montreal",1
"Awesome park to relax, picnic, or take a swim.",1
nice big park,1
Twice I sit down here twice I was offered to buy ilegal drugs,0
Total rip off! $27 for a day of parking during a major festival with tons of visitors from our of town. It's a hefty $10 surcharge to regular prices. The Society du Parc Jean Deapeau and the city should be ashamed of themselves for that modern form of highway robbery. Parking at the airport is cheaper than that,0
"The children's park is superb, the rest blah ... plus there are always really bizzard people. drug. Drunk teens who do stupid things ... in short, not great",0
Very nice park in the hustle and bustle of the city.,1
Nice park. Very good for walking and jogging.,1
lovely place they serve coffee this park is fill with squirrel enjoying feeding them never been that close to a squirrel before,1
"Lovely park, ideal to go with friends and/or family. It's really nice, especially with the lake and tons of places where one can do picnic.",1
Beautiful park on the river's edge,1
No mound. No lines to delimit the fields. Really soft sand,0
"The waterfront is perfect and clean,",1
"1 _Make daily follow-up of the entrtiants and safety of the Jean Duceppe Park, which is very popular with our families, insisting on a long-term Green Plan. 2_ Install a fixed ping pong table inspired by that of Parc Beaubien. Regards, Antoine Yared 4395, André Laurendeau Street, MTL, Quebec. H1Y 3R6",1
I love this address,1
"Laurier Park is a beautiful place, especially since the renovation that took a street right in the middle of the place, to make it a popular relaxing garden. The park has a lot of equipment, such as hammock facilities, children's games, an ice rink in winter and an outdoor swimming pool in summer, as well as sports fields. The place is very popular for picnics, if you want to go for an outdoor meal, go early. The park is very busy.",1
Very small park to sit and rest.,0
Very good,1
Nice park for a walk,1
Beautiful,1
Park along the river and bike path. Lack of benches and tables. Beautiful panorama on the water and former site of the Belmont Park. Some references to this one.,1
"Quiet park, don't near the water",1
🏠🏠🏠🏠🏠,0
Access to Place Jacques Cartier easy with Metro,1
A Super Park 🏞,1
Great repairs. Many pigeons and mandianrs.,1
Clean well maintained,1
Small quiet park to take a break. Some games for children are present there.,1
Lots of birds,1
"great park in winter i have been there many times as a child and always had a ton of fun
there is a big hill you can slide off with crazy carpets or tubes donuts really fun",1
Always beautiful and peace…,1
Out for a stroll with my cat Mocha,1
"The park has nice structures but the path doesn't go all around so it makes it difficult to circulate with a stroller.  Around the structures, there is sand and wood chips; fun but messy and harder to navigate for smaller kids.",0
A beautiful park with an outdoor pool. Games for little kids.,1
Quiet place to breathe a breath of fresh air. Play with your children or do some physical exercise.,1
A walk in the park.,1
"Massive shade, a fountain, swimming pool, tennis court, benches and picnic tables",1
Best service ever in a mcdonald !,1
Best park in Côte-St-LUC!  That's wonderful!,1
Fun for kids,1
It was amazing,1
"Very nice park with children, varied activity, nice staff! Everything is fine !",1
"This has seen many many remodeling through the years. This one is by far my favorite. Reminds me of Sasha's park. It's a perfect mix of accessible and climbing structures. Lots of interactive modules (music, sand). Parking is small but lots of street parking. Good place for sledding.",1
"Went for a picnic in that park for a friend’s birthday, and we had loads of fun. The bathrooms are not great, but overall it’s a nice but very busy place",1
Great to see the sunset,1
Beautiful,1
"Its cool as a park, I spent a good part of my childhood there",1
"Lots of parkings, fair timing dor the pool access",1
Amazing romantic place to take your significant other for a long walk. Beautiful views of the St. Lawrence river.,1
it's a beautiful park,1
Nice view but should have more water fountains and more washrooms,0
A beautiful park! Sincerely Z.,1
It's just a park among many others,0
Wow,1
Lots of space,1
Best pool in the area,1
Awesome 😉👍,1
Ground for playing hockey and quiet,0
"Nice park to take the kids, nice atmosphere when there are softball games, the only problem is parking, there is not a lot of parking and you risk getting tickets. Another problem with the ball field is that you can't play as soon as it rains because it retains water even if it doesn't rain a lot, it would have to be done again.",1
Hidden little park. The bike path goes right through it.,1
Crime jsuis casiment death drunk labaa taleur essti,0
This park is well maintained and great for a quiet picnic. Very family friendly,1
"Beautiful place, well maintained. The water is warm, the sand is beautiful. He arrives early on sunny days to make sure he gets home, the cost is reasonable ($ 5 / person) but you should expect to pay the price for parking ($ 14.50 / car)",1
Big open spaces.  Went to play ice hockey.  Space inside to sit and change into your skates.,1
"Awesome park in the west island. Feels like you're in the woods far away from city, yet so close to home. You gotta watch out for tons of mosquitoes in the summer though",1
Peaceful place,1
Nice place to gather. A lot of animation all year round.,1
"Nice park, easy to find parking. Good facilities.",1
Very pretty,1
Clean,1
Stunning little neighborhood park with nice facilities for kids,1
Love this park.,1
A beautiful place is very quiet,1
It is a beautiful park. My son loves it.,1
"Beautiful place with games like ping pong tables, spaces for furby and pool. Amazing afternoon",1
Good place,1
Very good,1
Very professional and helpful staff,1
C great we can play table tennis,1
"I like the park, vast and not crowded, you can breath there, good water playground, which was still working in October 😁. I didn't enjoy the wind there, it is more windy because the park is on a slope and at some point you get cold.",1
Beautiful little place to read.,1
"Cute little
Local park right in front of Leonard Cohens house!",1
Just because it's filled with junkies. We are often offered near the station of substances .... it is disturbing!,0
Great views of the river.,1
"Great Park, with lots of spots to relax, and sit.",1
Nice little trail on the island,1
"One of the best dog runs in Montreal, well maintained water is readily available and lots of room for your dog to run around",1
"Giant park of Eastern Montreal, with tons of activities summer like winter.
The park is so big it's like you never feel it's Crowded.
Perfect for chilling and BBQ smduring summer.
Perfect for cross-country skiing and walk in winter.
There's an ice skating park also.
Botanic garden at the same place.
My favorite park in MTL :-)",1
"Beautiful park, clean and fresh air all around it. I wish there were signs in English too a little difficult as I do not speak French. Also I wish people should not smoke in the park.",1
"Very well laid out, clean and the view is superb there is superb",1
Peaceful and relaxing,1
BEAU,1
A large park with beautiful facilities for children of all ages. My son liked the water games.,1
"Very nice multi-use park: Ideal for picnicking, barbecue, family with children or just strolling.  Large play area for children.  The park is accessible and safe at all hours.  Several sports facilities: baseball, soccer, pétanque, bodybuilding equipment. A free outdoor swimming pool in summer.  Dog park.  In short, a charming and complete park, very busy at the end of the week.",1
I especially like the water games.,1
Superb!,1
Great place to be with family or friends .. picnic round table,1
